DATE,TREEID,FOPEN,FPAST,LCOLOR,LFALL
11/10/1997,FRAM-03,-99,-99,100,100
11/10/1997,SAPU-02,-99,-99,100,97
11/10/1997,POTR-04,-99,-99,100,100
11/10/1997,ACSA-03,-99,-99,100,100
11/10/1997,PRSE-03,-99,-99,100,100
11/10/1997,QURU-04,-99,-99,100,92
11/10/1997,ACRU-05,-99,-99,100,100
11/10/1997,PIST-04,-99,-99,100,100
11/10/1997,FRAM-04,-99,-99,100,100
11/10/1997,POTR-02,-99,-99,100,100
11/24/1997,VACO-01,-99,-99,100,99
11/24/1997,PIST-01,-99,-99,100,100
11/24/1997,AMSP-01,-99,-99,100,100
11/24/1997,FRAM-01,-99,-99,100,100
11/24/1997,PRSE-01,-99,-99,100,100
11/24/1997,ILVE-01,-99,-99,100,100
11/24/1997,VICA-01,-99,-99,100,100
11/24/1997,ACRU-01,-99,-99,100,100
11/24/1997,SAPU-01,-99,-99,100,99
11/24/1997,AMSP-02,-99,-99,100,100
11/24/1997,ACSA-01,-99,-99,100,100
11/24/1997,BELE-01,-99,-99,100,100
11/24/1997,SAPU-03,-99,-99,100,100
11/24/1997,BEAL-01,-99,-99,100,100
11/24/1997,COAL-02,-99,-99,50,55
11/24/1997,QURU-01,-99,-99,100,100
11/24/1997,VICA-02,-99,-99,100,100
11/24/1997,ILVE-03,-99,-99,100,100
11/24/1997,QUAL-01,-99,-99,100,97
11/24/1997,FAGR-01,-99,-99,100,100
11/24/1997,VIAL-01,-99,-99,100,100
11/24/1997,ACPE-01,-99,-99,100,100
11/24/1997,TSCA-01,-99,-99,100,100
11/24/1997,QUVE-01,-99,-99,100,92
11/24/1997,VACO-02,-99,-99,100,100
11/24/1997,LYLI-02,-99,-99,100,100
11/24/1997,LYLI-01,-99,-99,100,100
11/24/1997,BEPO-01,-99,-99,100,100
11/24/1997,LYLI-03,-99,-99,100,100
11/24/1997,KAAN-01,-99,-99,100,100
11/24/1997,PIST-02,-99,-99,100,100
11/24/1997,BEPA-01,-99,-99,100,100
11/24/1997,CRSP-01,-99,-99,100,100
11/24/1997,ACRU-02,-99,-99,100,100
11/24/1997,RHSP-01,-99,-99,100,100
11/24/1997,ACPE-02,-99,-99,100,100
11/24/1997,CADE-01,-99,-99,100,97
11/24/1997,NYSY-04,-99,-99,100,100
11/24/1997,KALA-01,-99,-99,100,90
11/24/1997,FAGR-02,-99,-99,100,99
11/24/1997,ACPE-03,-99,-99,100,100
11/24/1997,HAVI-01,-99,-99,100,100
11/24/1997,BEAL-02,-99,-99,100,100
11/24/1997,BELE-02,-99,-99,100,100
11/24/1997,VICA-03,-99,-99,100,100
11/24/1997,VIAL-02,-99,-99,100,100
11/24/1997,FAGR-03,-99,-99,100,100
11/24/1997,TSCA-04,-99,-99,100,100
11/24/1997,CADE-02,-99,-99,100,100
11/24/1997,KALA-02,-99,-99,100,100
11/24/1997,VACO-03,-99,-99,100,100
11/24/1997,KAAN-02,-99,-99,100,100
11/24/1997,NEMU-01,-99,-99,100,100
11/24/1997,ILVE-04,-99,-99,100,100
11/24/1997,NEMU-02,-99,-99,100,100
11/24/1997,RHSP-02,-99,-99,100,100
11/24/1997,AMSP-03,-99,-99,100,100
11/24/1997,NYSY-02,-99,-99,100,100
11/24/1997,BEPO-02,-99,-99,100,100
11/24/1997,BEAL-03,-99,-99,100,100
11/24/1997,NYSY-03,-99,-99,100,100
11/24/1997,HAVI-02,-99,-99,100,100
11/24/1997,QURU-02,-99,-99,100,100
11/24/1997,ARSP-01,-99,-99,100,100
11/24/1997,ACRU-03,-99,-99,100,100
11/24/1997,VIAL-03,-99,-99,100,100
11/24/1997,KAAN-03,-99,-99,100,90
11/24/1997,VACO-04,-99,-99,100,100
11/24/1997,ACPE-04,-99,-99,100,100
11/24/1997,CADE-03,-99,-99,100,100
11/24/1997,QUVE-02,-99,-99,100,100
11/24/1997,BEPO-03,-99,-99,100,100
11/24/1997,PIST-03,-99,-99,100,100
11/24/1997,KALA-03,-99,-99,100,97
11/24/1997,BEPO-04,-99,-99,100,100
11/24/1997,ACRU-04,-99,-99,100,100
11/24/1997,QUAL-02,-99,-99,100,100
11/24/1997,RHSP-03,-99,-99,100,100
11/24/1997,NEMU-03,-99,-99,100,100
11/24/1997,ARSP-02,-99,-99,100,100
11/24/1997,CRSP-03,-99,-99,100,100
11/24/1997,BELE-03,-99,-99,100,100
11/24/1997,HAVI-03,-99,-99,100,100
11/24/1997,QUVE-03,-99,-99,100,100
11/24/1997,TSCA-05,-99,-99,100,100
11/24/1997,QUVE-04,-99,-99,100,100
11/24/1997,QURU-03,-99,-99,100,99
11/24/1997,CRSP-02,-99,-99,100,100
11/24/1997,PRSE-02,-99,-99,100,100
11/24/1997,BEPA-02,-99,-99,100,100
11/24/1997,BEPA-03,-99,-99,100,100
11/24/1997,BEPA-04,-99,-99,100,100
11/24/1997,COAL-03,-99,-99,100,100
11/24/1997,FRAM-02,-99,-99,100,100
11/24/1997,FAGR-04,-99,-99,100,75
11/24/1997,QUAL-03,-99,-99,100,100
11/24/1997,ILVE-02,-99,-99,100,100
11/24/1997,ACSA-02,-99,-99,100,100
11/24/1997,FRAM-03,-99,-99,100,100
11/24/1997,SAPU-02,-99,-99,100,100
11/24/1997,POTR-04,-99,-99,100,100
11/24/1997,ACSA-03,-99,-99,100,100
11/24/1997,PRSE-03,-99,-99,100,100
11/24/1997,QURU-04,-99,-99,100,99
11/24/1997,ACRU-05,-99,-99,100,100
11/24/1997,PIST-04,-99,-99,100,100
11/24/1997,FRAM-04,-99,-99,100,100
11/24/1997,POTR-02,-99,-99,100,98
